YEAR_PRD,MONTH_PRD,SOURCE,PLANT,QTY
1987,JAN,Domestic Production,Sirikit,30
1987,JUL,Domestic Production,Erawan,493
1987,JUL,Domestic Production,Sirikit,30
1987,JUN,Domestic Production,Erawan,526
1987,JUN,Domestic Production,Sirikit,31
1987,MAR,Domestic Production,Erawan,415
1987,MAR,Domestic Production,Sirikit,28
1987,MAY,Domestic Production,Erawan,430
1987,MAY,Domestic Production,Sirikit,32
1987,NOV,Domestic Production,Erawan,475
1987,NOV,Domestic Production,Sirikit,37
1987,OCT,Domestic Production,Erawan,494
1987,OCT,Domestic Production,Sirikit,31
1987,SEP,Domestic Production,Erawan,536
1987,SEP,Domestic Production,Sirikit,29
1988,APR,Domestic Production,Erawan,543
1988,APR,Domestic Production,Oths.,0
1988,APR,Domestic Production,Sirikit,11
1988,AUG,Domestic Production,Erawan,558
1988,AUG,Domestic Production,Sirikit,36
1988,DEC,Domestic Production,Erawan,560
1988,DEC,Domestic Production,Sirikit,23
1988,FEB,Domestic Production,Erawan,539
1988,FEB,Domestic Production,Oths.,0
1988,FEB,Domestic Production,Sirikit,36
1988,JAN,Domestic Production,Erawan,513
1988,JAN,Domestic Production,Oths.,0
1988,JAN,Domestic Production,Sirikit,36
1988,JUL,Domestic Production,Erawan,546
1988,JUL,Domestic Production,Oths.,0
1988,JUL,Domestic Production,Sirikit,34
1988,JUN,Domestic Production,Erawan,572
1988,JUN,Domestic Production,Oths.,0
1988,JUN,Domestic Production,Sirikit,31
1988,MAR,Domestic Production,Erawan,530
1988,MAR,Domestic Production,Oths.,0
1988,MAR,Domestic Production,Sirikit,37
1988,MAY,Domestic Production,Erawan,553
1988,MAY,Domestic Production,Oths.,0
1988,MAY,Domestic Production,Sirikit,28
1988,NOV,Domestic Production,Erawan,539
1988,NOV,Domestic Production,Sirikit,27
1988,OCT,Domestic Production,Erawan,562
1988,OCT,Domestic Production,Sirikit,31
1988,SEP,Domestic Production,Erawan,557
1988,SEP,Domestic Production,Sirikit,35
1989,APR,Domestic Production,Erawan,569
1989,APR,Domestic Production,Sirikit,17
1989,AUG,Domestic Production,Erawan,534
1989,AUG,Domestic Production,Sirikit,38
1989,DEC,Domestic Production,Erawan,575
1989,DEC,Domestic Production,Sirikit,34
1989,FEB,Domestic Production,Erawan,542
1989,FEB,Domestic Production,Sirikit,23
1989,JAN,Domestic Production,Erawan,562
1989,JAN,Domestic Production,Sirikit,29
1989,JUL,Domestic Production,Erawan,533
1989,JUL,Domestic Production,Sirikit,37
1989,JUN,Domestic Production,Erawan,552
1989,JUN,Domestic Production,Sirikit,35
1989,MAR,Domestic Production,Erawan,556
1989,MAR,Domestic Production,Sirikit,28
1989,MAY,Domestic Production,Erawan,533
1989,MAY,Domestic Production,Sirikit,31
1989,NOV,Domestic Production,Erawan,549
1989,NOV,Domestic Production,Sirikit,35
1989,OCT,Domestic Production,Erawan,538
1989,OCT,Domestic Production,Sirikit,40
1989,SEP,Domestic Production,Erawan,517
1989,SEP,Domestic Production,Sirikit,42
1990,APR,Domestic Production,Erawan,572
1990,APR,Domestic Production,Sirikit,41
1990,AUG,Domestic Production,Erawan,588
1990,AUG,Domestic Production,Sirikit,42
1990,DEC,Domestic Production,Erawan,648
1990,DEC,Domestic Production,Sirikit,44
1990,FEB,Domestic Production,Erawan,579
1990,FEB,Domestic Production,Sirikit,37
1990,JAN,Domestic Production,Erawan,557
1990,JAN,Domestic Production,Sirikit,39
1990,JUL,Domestic Production,Erawan,575
1990,JUL,Domestic Production,Sirikit,41
1990,JUN,Domestic Production,Erawan,585
1990,JUN,Domestic Production,Sirikit,44
1990,MAR,Domestic Production,Erawan,578
1990,MAR,Domestic Production,Sirikit,38
1990,MAY,Domestic Production,Erawan,572
1990,MAY,Domestic Production,Sirikit,38
1990,NOV,Domestic Production,Erawan,602
1990,NOV,Domestic Production,Sirikit,42
1990,OCT,Domestic Production,Erawan,613
1990,OCT,Domestic Production,Sirikit,44
1990,SEP,Domestic Production,Erawan,608
1990,SEP,Domestic Production,Sirikit,44
1991,APR,Domestic Production,Erawan,686
1991,APR,Domestic Production,Nam phong,49
1991,APR,Domestic Production,Sirikit,46
1991,AUG,Domestic Production,Erawan,705
1991,AUG,Domestic Production,Nam phong,66
1991,AUG,Domestic Production,Sirikit,43
1991,DEC,Domestic Production,Erawan,669
1991,DEC,Domestic Production,Nam phong,28
1991,DEC,Domestic Production,Sirikit,44
1991,FEB,Domestic Production,Erawan,739
1991,FEB,Domestic Production,Nam phong,17
1991,FEB,Domestic Production,Sirikit,40
1991,JAN,Domestic Production,Erawan,686
1991,JAN,Domestic Production,Nam phong,8
1991,JAN,Domestic Production,Sirikit,40
1991,JUL,Domestic Production,Erawan,705
1991,JUL,Domestic Production,Nam phong,68
1991,JUL,Domestic Production,Sirikit,33
1991,JUN,Domestic Production,Erawan,643
1991,JUN,Domestic Production,Nam phong,65
1991,JUN,Domestic Production,Sirikit,48
1991,MAR,Domestic Production,Erawan,717
1991,MAR,Domestic Production,Nam phong,58
1991,MAR,Domestic Production,Sirikit,43
1991,MAY,Domestic Production,Erawan,687
1991,MAY,Domestic Production,Nam phong,61
1991,MAY,Domestic Production,Sirikit,47
1991,NOV,Domestic Production,Erawan,677
1991,NOV,Domestic Production,Nam phong,58
1991,NOV,Domestic Production,Sirikit,43
1991,OCT,Domestic Production,Erawan,666
1991,OCT,Domestic Production,Nam phong,67
1991,OCT,Domestic Production,Sirikit,46
1991,SEP,Domestic Production,Erawan,686
1991,SEP,Domestic Production,Nam phong,66
1991,SEP,Domestic Production,Sirikit,43
1992,APR,Domestic Production,Erawan,694
1992,APR,Domestic Production,Nam phong,53
1992,APR,Domestic Production,Sirikit,48
1992,AUG,Domestic Production,Erawan,761
1992,AUG,Domestic Production,Nam phong,63
1992,AUG,Domestic Production,Sirikit,50
1992,DEC,Domestic Production,Erawan,806
1992,DEC,Domestic Production,Nam phong,48
1992,DEC,Domestic Production,Sirikit,58
1992,FEB,Domestic Production,Erawan,645
1992,FEB,Domestic Production,Nam phong,60
1992,FEB,Domestic Production,Sirikit,45
1992,JAN,Domestic Production,Erawan,670
1992,JAN,Domestic Production,Nam phong,27
1992,JAN,Domestic Production,Sirikit,43
1992,JUL,Domestic Production,Erawan,725
1992,JUL,Domestic Production,Nam phong,64
1992,JUL,Domestic Production,Sirikit,47
1992,JUN,Domestic Production,Erawan,729
1992,JUN,Domestic Production,Nam phong,65
1992,JUN,Domestic Production,Sirikit,45
1992,MAR,Domestic Production,Erawan,630
1992,MAR,Domestic Production,Nam phong,62
1992,MAR,Domestic Production,Sirikit,48
1992,MAY,Domestic Production,Erawan,704
1992,MAY,Domestic Production,Nam phong,63
1992,MAY,Domestic Production,Sirikit,49
1992,NOV,Domestic Production,Erawan,788
1992,NOV,Domestic Production,Nam phong,61
1992,NOV,Domestic Production,Sirikit,56
1992,OCT,Domestic Production,Erawan,751
1992,OCT,Domestic Production,Nam phong,57
1992,OCT,Domestic Production,Sirikit,55
1992,SEP,Domestic Production,Erawan,792
1992,SEP,Domestic Production,Nam phong,64
1992,SEP,Domestic Production,Sirikit,52
1993,APR,Domestic Production,Erawan,831
1993,APR,Domestic Production,Nam phong,61
1993,APR,Domestic Production,Sirikit,49
1993,AUG,Domestic Production,Bongkot,148
1993,AUG,Domestic Production,Erawan,601
1993,AUG,Domestic Production,Nam phong,62
1993,AUG,Domestic Production,Sirikit,64
1993,DEC,Domestic Production,Bongkot,133
1993,DEC,Domestic Production,Erawan,693
1993,DEC,Domestic Production,Nam phong,57
1993,DEC,Domestic Production,Sirikit,63
1993,FEB,Domestic Production,Erawan,871
1993,FEB,Domestic Production,Nam phong,55
1993,FEB,Domestic Production,Sirikit,52
1993,JAN,Domestic Production,Erawan,811
1993,JAN,Domestic Production,Nam phong,40
1993,JAN,Domestic Production,Sirikit,51
1993,JUL,Domestic Production,Bongkot,84
1993,JUL,Domestic Production,Erawan,734
1993,JUL,Domestic Production,Nam phong,64
1993,JUL,Domestic Production,Sirikit,62
1993,JUN,Domestic Production,Erawan,837
1993,JUN,Domestic Production,Nam phong,61
1993,JUN,Domestic Production,Sirikit,58
1993,MAR,Domestic Production,Erawan,858
1993,MAR,Domestic Production,Nam phong,35
1993,MAR,Domestic Production,Sirikit,52
1993,MAY,Domestic Production,Erawan,844
1993,MAY,Domestic Production,Nam phong,59
1993,MAY,Domestic Production,Sirikit,53
1993,NOV,Domestic Production,Bongkot,157
1993,NOV,Domestic Production,Erawan,676
1993,NOV,Domestic Production,Nam phong,52
1993,NOV,Domestic Production,Sirikit,62
1993,OCT,Domestic Production,Bongkot,157
1993,OCT,Domestic Production,Erawan,676
1993,OCT,Domestic Production,Nam phong,60
1993,OCT,Domestic Production,Sirikit,45
1993,SEP,Domestic Production,Bongkot,152
1993,SEP,Domestic Production,Erawan,672
1993,SEP,Domestic Production,Nam phong,60
1993,SEP,Domestic Production,Sirikit,62
1994,APR,Domestic Production,Bongkot,212
1994,APR,Domestic Production,Erawan,650
1994,APR,Domestic Production,Nam phong,62
1994,APR,Domestic Production,Sirikit,64
1994,AUG,Domestic Production,Bongkot,209
1994,AUG,Domestic Production,Erawan,756
1994,AUG,Domestic Production,Nam phong,63
1994,AUG,Domestic Production,Sirikit,68
1994,DEC,Domestic Production,Bongkot,209
1994,DEC,Domestic Production,Erawan,767
1994,DEC,Domestic Production,Nam phong,65
1994,DEC,Domestic Production,Sirikit,62
1994,FEB,Domestic Production,Bongkot,177
1994,FEB,Domestic Production,Erawan,680
1994,FEB,Domestic Production,Nam phong,64
1994,FEB,Domestic Production,Sirikit,55
1994,JAN,Domestic Production,Bongkot,158
1994,JAN,Domestic Production,Erawan,662
1994,JAN,Domestic Production,Nam phong,63
1994,JAN,Domestic Production,Sirikit,64
1994,JUL,Domestic Production,Bongkot,214
1994,JUL,Domestic Production,Erawan,745
1994,JUL,Domestic Production,Nam phong,62
1994,JUL,Domestic Production,Sirikit,64
1994,JUN,Domestic Production,Bongkot,226
1994,JUN,Domestic Production,Erawan,683
1994,JUN,Domestic Production,Nam phong,63
1994,JUN,Domestic Production,Sirikit,63
1994,MAR,Domestic Production,Bongkot,197
1994,MAR,Domestic Production,Erawan,623
1994,MAR,Domestic Production,Nam phong,63
1994,MAR,Domestic Production,Sirikit,65
1994,MAY,Domestic Production,Bongkot,207
1994,MAY,Domestic Production,Erawan,652
1994,MAY,Domestic Production,Nam phong,62
1994,MAY,Domestic Production,Sirikit,64
1994,NOV,Domestic Production,Bongkot,208
1994,NOV,Domestic Production,Erawan,770
1994,NOV,Domestic Production,Nam phong,62
1994,NOV,Domestic Production,Sirikit,69
1994,OCT,Domestic Production,Bongkot,201
1994,OCT,Domestic Production,Erawan,752
1994,OCT,Domestic Production,Nam phong,62
1994,OCT,Domestic Production,Sirikit,72
1994,SEP,Domestic Production,Bongkot,210
1994,SEP,Domestic Production,Erawan,744
1994,SEP,Domestic Production,Nam phong,63
1994,SEP,Domestic Production,Sirikit,72
1995,APR,Domestic Production,Bongkot,187
1995,APR,Domestic Production,Erawan,747
1995,APR,Domestic Production,Nam phong,63
1995,APR,Domestic Production,Sirikit,77
1995,AUG,Domestic Production,Bongkot,262
1995,AUG,Domestic Production,Erawan,713
1995,AUG,Domestic Production,Nam phong,65
1995,AUG,Domestic Production,Sirikit,73
1995,DEC,Domestic Production,Bongkot,164
1995,DEC,Domestic Production,Erawan,812
1995,DEC,Domestic Production,Nam phong,65
1995,DEC,Domestic Production,Sirikit,79
1995,FEB,Domestic Production,Bongkot,254
1995,FEB,Domestic Production,Erawan,730
1995,FEB,Domestic Production,Nam phong,64
1995,FEB,Domestic Production,Sirikit,69
1995,JAN,Domestic Production,Bongkot,239
1995,JAN,Domestic Production,Erawan,732
1995,JAN,Domestic Production,Nam phong,60
1995,JAN,Domestic Production,Sirikit,67
1995,JUL,Domestic Production,Bongkot,248
1995,JUL,Domestic Production,Erawan,696
1995,JUL,Domestic Production,Nam phong,65
1995,JUL,Domestic Production,Sirikit,77
1995,JUN,Domestic Production,Bongkot,248
1995,JUN,Domestic Production,Erawan,706
1995,JUN,Domestic Production,Nam phong,64
1995,JUN,Domestic Production,Sirikit,45
1995,MAR,Domestic Production,Bongkot,260
1995,MAR,Domestic Production,Erawan,727
1995,MAR,Domestic Production,Nam phong,64
1995,MAR,Domestic Production,Sirikit,71
1995,MAY,Domestic Production,Bongkot,256
1995,MAY,Domestic Production,Erawan,685
1995,MAY,Domestic Production,Nam phong,63
1995,MAY,Domestic Production,Sirikit,73
1995,NOV,Domestic Production,Bongkot,201
1995,NOV,Domestic Production,Erawan,770
1995,NOV,Domestic Production,Nam phong,66
1995,NOV,Domestic Production,Sirikit,78
1995,OCT,Domestic Production,Bongkot,263
1995,OCT,Domestic Production,Erawan,727
1995,OCT,Domestic Production,Nam phong,65
1995,OCT,Domestic Production,Sirikit,67
1995,SEP,Domestic Production,Bongkot,262
1995,SEP,Domestic Production,Erawan,713
1995,SEP,Domestic Production,Nam phong,65
1995,SEP,Domestic Production,Sirikit,41
1996,APR,Domestic Production,Bongkot,333
1996,APR,Domestic Production,Erawan,733
1996,APR,Domestic Production,Nam phong,62
1996,APR,Domestic Production,Sirikit,60
1996,AUG,Domestic Production,Bongkot,312
1996,AUG,Domestic Production,Erawan,810
1996,AUG,Domestic Production,Nam phong,64
1996,AUG,Domestic Production,Sirikit,63
1996,DEC,Domestic Production,Bongkot,306
1996,DEC,Domestic Production,Erawan,972
1996,DEC,Domestic Production,Nam phong,64
1996,DEC,Domestic Production,Sirikit,61
1996,FEB,Domestic Production,Bongkot,306
1996,FEB,Domestic Production,Erawan,658
1996,FEB,Domestic Production,Nam phong,65
1996,FEB,Domestic Production,Sirikit,62
1996,JAN,Domestic Production,Bongkot,285
1996,JAN,Domestic Production,Erawan,698
1996,JAN,Domestic Production,Nam phong,64
1996,JAN,Domestic Production,Sirikit,59
1996,JUL,Domestic Production,Bongkot,393
1996,JUL,Domestic Production,Erawan,772
1996,JUL,Domestic Production,Nam phong,67
1996,JUL,Domestic Production,Sirikit,63
1996,JUN,Domestic Production,Bongkot,392
1996,JUN,Domestic Production,Erawan,735
1996,JUN,Domestic Production,Nam phong,65
1996,JUN,Domestic Production,Sirikit,58
1996,MAR,Domestic Production,Bongkot,266
1996,MAR,Domestic Production,Erawan,705
1996,MAR,Domestic Production,Nam phong,64
1996,MAR,Domestic Production,Sirikit,59
1996,MAY,Domestic Production,Bongkot,357
1996,MAY,Domestic Production,Erawan,783
1996,MAY,Domestic Production,Nam phong,65
1996,MAY,Domestic Production,Sirikit,59
1996,NOV,Domestic Production,Bongkot,372
1996,NOV,Domestic Production,Erawan,972
1996,NOV,Domestic Production,Nam phong,66
1996,NOV,Domestic Production,Sirikit,59
1996,OCT,Domestic Production,Bongkot,349
1996,OCT,Domestic Production,Erawan,982
1996,OCT,Domestic Production,Nam phong,63
1996,OCT,Domestic Production,Sirikit,59
1996,SEP,Domestic Production,Bongkot,364
1996,SEP,Domestic Production,Erawan,837
1996,SEP,Domestic Production,Nam phong,65
1996,SEP,Domestic Production,Sirikit,61
1997,APR,Domestic Production,Bongkot,303
1997,APR,Domestic Production,Erawan,929
1997,APR,Domestic Production,Nam phong,63
1997,APR,Domestic Production,Sirikit,61
1997,APR,Domestic Production,Tan tawan,92
1997,AUG,Domestic Production,Bongkot,356
1997,AUG,Domestic Production,Erawan,1022
1997,AUG,Domestic Production,Nam phong,95
1997,AUG,Domestic Production,Sirikit,59
1997,AUG,Domestic Production,Tan tawan,95
1997,DEC,Domestic Production,Bongkot,352
1997,DEC,Domestic Production,Erawan,991
1997,DEC,Domestic Production,Nam phong,96
1997,DEC,Domestic Production,Sirikit,64
1997,DEC,Domestic Production,Tan tawan,101
1997,FEB,Domestic Production,Bongkot,367
1997,FEB,Domestic Production,Erawan,976
1997,FEB,Domestic Production,Nam phong,66
1997,FEB,Domestic Production,Sirikit,62
1997,FEB,Domestic Production,Tan tawan,36
1997,JAN,Domestic Production,Bongkot,361
1997,JAN,Domestic Production,Erawan,1000
1997,JAN,Domestic Production,Nam phong,64
1997,JAN,Domestic Production,Sirikit,60
1997,JUL,Domestic Production,Bongkot,371
1997,JUL,Domestic Production,Erawan,1013
1997,JUL,Domestic Production,Nam phong,82
1997,JUL,Domestic Production,Sirikit,60
1997,JUL,Domestic Production,Tan tawan,92
1997,JUN,Domestic Production,Bongkot,369
1997,JUN,Domestic Production,Erawan,1049
1997,JUN,Domestic Production,Nam phong,64
1997,JUN,Domestic Production,Sirikit,60
1997,JUN,Domestic Production,Tan tawan,94
1997,MAR,Domestic Production,Bongkot,288
1997,MAR,Domestic Production,Erawan,1022
1997,MAR,Domestic Production,Nam phong,66
1997,MAR,Domestic Production,Sirikit,59
1997,MAR,Domestic Production,Tan tawan,86
1997,MAY,Domestic Production,Bongkot,302
1997,MAY,Domestic Production,Erawan,947
1997,MAY,Domestic Production,Nam phong,65
1997,MAY,Domestic Production,Sirikit,61
1997,MAY,Domestic Production,Tan tawan,92
1997,NOV,Domestic Production,Bongkot,376
1997,NOV,Domestic Production,Erawan,986
1997,NOV,Domestic Production,Nam phong,97
1997,NOV,Domestic Production,Sirikit,63
1997,NOV,Domestic Production,Tan tawan,105
1997,OCT,Domestic Production,Bongkot,355
1997,OCT,Domestic Production,Erawan,1011
1997,OCT,Domestic Production,Nam phong,97
1997,OCT,Domestic Production,Sirikit,62
1997,OCT,Domestic Production,Tan tawan,105
1997,SEP,Domestic Production,Bongkot,326
1997,SEP,Domestic Production,Erawan,1011
1997,SEP,Domestic Production,Nam phong,97
1997,SEP,Domestic Production,Sirikit,61
1997,SEP,Domestic Production,Tan tawan,99
1998,APR,Domestic Production,Bongkot,184
1998,APR,Domestic Production,Erawan,1058
1998,APR,Domestic Production,Nam phong,95
1998,APR,Domestic Production,Sirikit,62
1998,APR,Domestic Production,Tan tawan,104
1998,AUG,Domestic Production,Bongkot,532
1998,AUG,Domestic Production,Erawan,1023
1998,AUG,Domestic Production,Nam phong,66
1998,AUG,Domestic Production,Sirikit,55
1998,AUG,Domestic Production,Tan tawan,87
1998,AUG,Import,Yadana,10
1998,DEC,Domestic Production,Bongkot,519
1998,DEC,Domestic Production,Erawan,976
1998,DEC,Domestic Production,Nam phong,92
1998,DEC,Domestic Production,Sirikit,52
1998,DEC,Domestic Production,Tan tawan,67
1998,DEC,Import,Yadana,3
1998,FEB,Domestic Production,Bongkot,383
1998,FEB,Domestic Production,Erawan,1016
1998,FEB,Domestic Production,Nam phong,95
1998,FEB,Domestic Production,Sirikit,44
1998,FEB,Domestic Production,Tan tawan,104
1998,JAN,Domestic Production,Bongkot,328
1998,JAN,Domestic Production,Erawan,920
1998,JAN,Domestic Production,Nam phong,96
1998,JAN,Domestic Production,Sirikit,60
1998,JAN,Domestic Production,Tan tawan,100
1998,JUL,Domestic Production,Bongkot,463
1998,JUL,Domestic Production,Erawan,1037
1998,JUL,Domestic Production,Nam phong,96
1998,JUL,Domestic Production,Sirikit,57
1998,JUL,Domestic Production,Tan tawan,86
1998,JUL,Import,Yadana,0
1998,JUN,Domestic Production,Bongkot,369
1998,JUN,Domestic Production,Erawan,1119
1998,JUN,Domestic Production,Nam phong,96
1998,JUN,Domestic Production,Sirikit,60
1998,JUN,Domestic Production,Tan tawan,90
1998,MAR,Domestic Production,Bongkot,389
1998,MAR,Domestic Production,Erawan,1035
1998,MAR,Domestic Production,Nam phong,96
1998,MAR,Domestic Production,Sirikit,63
1998,MAR,Domestic Production,Tan tawan,105
1998,MAY,Domestic Production,Bongkot,366
1998,MAY,Domestic Production,Erawan,1126
1998,MAY,Domestic Production,Nam phong,88
1998,MAY,Domestic Production,Sirikit,58
1998,MAY,Domestic Production,Tan tawan,92
1998,NOV,Domestic Production,Bongkot,583
1998,NOV,Domestic Production,Erawan,1022
1998,NOV,Domestic Production,Nam phong,84
1998,NOV,Domestic Production,Sirikit,55
1998,NOV,Domestic Production,Tan tawan,75
1998,NOV,Import,Yadana,8
1998,OCT,Domestic Production,Bongkot,575
1998,OCT,Domestic Production,Erawan,1015
1998,OCT,Domestic Production,Nam phong,85
1998,OCT,Domestic Production,Sirikit,55
1998,OCT,Domestic Production,Tan tawan,84
1998,OCT,Import,Yadana,4
1998,SEP,Domestic Production,Bongkot,549
1998,SEP,Domestic Production,Erawan,964
1998,SEP,Domestic Production,Nam phong,87
1998,SEP,Domestic Production,Sirikit,37
1998,SEP,Domestic Production,Tan tawan,85
1999,APR,Domestic Production,Bongkot,627
1999,APR,Domestic Production,Erawan,940
1999,APR,Domestic Production,Nam phong,92
1999,APR,Domestic Production,Sirikit,56
1999,APR,Domestic Production,Tan tawan,49
1999,AUG,Domestic Production,Bongkot,611
1999,AUG,Domestic Production,Erawan,1004
1999,AUG,Domestic Production,Nam phong,101
1999,AUG,Domestic Production,Pailin,29
1999,AUG,Domestic Production,Sirikit,53
1999,AUG,Domestic Production,Tan tawan,108
1999,DEC,Domestic Production,Bongkot,505
1999,DEC,Domestic Production,Erawan,857
1999,DEC,Domestic Production,Nam phong,69
1999,DEC,Domestic Production,Pailin,229
1999,DEC,Domestic Production,Sirikit,61
1999,DEC,Domestic Production,Tan tawan,140
1999,DEC,Import,Yadana,1
1999,FEB,Domestic Production,Bongkot,426
1999,FEB,Domestic Production,Erawan,1040
1999,FEB,Domestic Production,Nam phong,92
1999,FEB,Domestic Production,Sirikit,51
1999,FEB,Domestic Production,Tan tawan,62
1999,FEB,Import,Yadana,6
1999,JAN,Domestic Production,Bongkot,546
1999,JAN,Domestic Production,Erawan,963
1999,JAN,Domestic Production,Nam phong,86
1999,JAN,Domestic Production,Sirikit,54
1999,JAN,Domestic Production,Tan tawan,64
1999,JUL,Domestic Production,Bongkot,565
1999,JUL,Domestic Production,Erawan,1031
1999,JUL,Domestic Production,Nam phong,102
1999,JUL,Domestic Production,Sirikit,56
1999,JUL,Domestic Production,Tan tawan,75
1999,JUN,Domestic Production,Bongkot,661
1999,JUN,Domestic Production,Erawan,1027
1999,JUN,Domestic Production,Nam phong,114
1999,JUN,Domestic Production,Sirikit,53
1999,JUN,Domestic Production,Tan tawan,62
1999,MAR,Domestic Production,Bongkot,619
1999,MAR,Domestic Production,Erawan,1025
1999,MAR,Domestic Production,Nam phong,92
1999,MAR,Domestic Production,Sirikit,52
1999,MAR,Domestic Production,Tan tawan,110
1999,MAY,Domestic Production,Bongkot,628
1999,MAY,Domestic Production,Erawan,993
1999,MAY,Domestic Production,Nam phong,94
1999,MAY,Domestic Production,Sirikit,56
1999,MAY,Domestic Production,Tan tawan,54
1999,NOV,Domestic Production,Bongkot,588
1999,NOV,Domestic Production,Erawan,890
1999,NOV,Domestic Production,Nam phong,82
1999,NOV,Domestic Production,Pailin,243
1999,NOV,Domestic Production,Sirikit,61
1999,NOV,Domestic Production,Tan tawan,151
1999,NOV,Import,Yadana,8
1999,OCT,Domestic Production,Bongkot,574
1999,OCT,Domestic Production,Erawan,905
1999,OCT,Domestic Production,Nam phong,92
1999,OCT,Domestic Production,Oths.,0
1999,OCT,Domestic Production,Pailin,223
1999,OCT,Domestic Production,Sirikit,58
1999,OCT,Domestic Production,Tan tawan,163
1999,OCT,Import,Yadana,2
1999,SEP,Domestic Production,Bongkot,578
1999,SEP,Domestic Production,Erawan,1011
1999,SEP,Domestic Production,Nam phong,96
1999,SEP,Domestic Production,Sirikit,56
1999,SEP,Domestic Production,Tan tawan,144
1999,SEP,Import,Yadana,2
2000,APR,Domestic Production,Bongkot,554
2000,APR,Domestic Production,Erawan,913
2000,APR,Domestic Production,Nam phong,65
2000,APR,Domestic Production,Pailin,204
2000,APR,Domestic Production,Sirikit,54
2000,APR,Domestic Production,Tan tawan,118
2000,APR,Import,Yadana,17
2000,AUG,Domestic Production,Bongkot,562
2000,AUG,Domestic Production,Erawan,854
2000,AUG,Domestic Production,Nam phong,65
2000,AUG,Domestic Production,Pailin,231
2000,AUG,Domestic Production,Sirikit,62
2000,AUG,Domestic Production,Tan tawan,151
2000,AUG,Import,Yadana,136
2000,AUG,Import,Yetakun,43
2000,DEC,Domestic Production,Bongkot,538
2000,DEC,Domestic Production,Erawan,709
2000,DEC,Domestic Production,Nam phong,60
2000,DEC,Domestic Production,Oths.,0
2000,DEC,Domestic Production,Pailin,241
2000,DEC,Domestic Production,Sirikit,60
2000,DEC,Domestic Production,Tan tawan,157
2000,DEC,Import,Yadana,333
2000,DEC,Import,Yetakun,95
2000,FEB,Domestic Production,Bongkot,546
2000,FEB,Domestic Production,Erawan,896
2000,FEB,Domestic Production,Nam phong,81
2000,FEB,Domestic Production,Oths.,0
2000,FEB,Domestic Production,Pailin,241
2000,FEB,Domestic Production,Sirikit,57
2000,FEB,Domestic Production,Tan tawan,153
2000,FEB,Import,Yadana,50
2000,JAN,Domestic Production,Bongkot,575
2000,JAN,Domestic Production,Erawan,878
2000,JAN,Domestic Production,Nam phong,80
2000,JAN,Domestic Production,Pailin,233
2000,JAN,Domestic Production,Sirikit,60
2000,JAN,Domestic Production,Tan tawan,143
2000,JAN,Import,Yadana,51
2000,JUL,Domestic Production,Bongkot,594
2000,JUL,Domestic Production,Erawan,835
2000,JUL,Domestic Production,Nam phong,63
2000,JUL,Domestic Production,Pailin,241
2000,JUL,Domestic Production,Sirikit,60
2000,JUL,Domestic Production,Tan tawan,162
2000,JUL,Import,Yadana,127
2000,JUL,Import,Yetakun,40
2000,JUN,Domestic Production,Bongkot,598
2000,JUN,Domestic Production,Erawan,917
2000,JUN,Domestic Production,Nam phong,67
2000,JUN,Domestic Production,Oths.,0
2000,JUN,Domestic Production,Pailin,244
2000,JUN,Domestic Production,Sirikit,61
2000,JUN,Domestic Production,Tan tawan,161
2000,JUN,Import,Yadana,99
2000,JUN,Import,Yetakun,32
2000,MAR,Domestic Production,Bongkot,583
2000,MAR,Domestic Production,Erawan,887
2000,MAR,Domestic Production,Nam phong,76
2000,MAR,Domestic Production,Pailin,254
2000,MAR,Domestic Production,Sirikit,56
2000,MAR,Domestic Production,Tan tawan,158
2000,MAR,Import,Yadana,33
2000,MAY,Domestic Production,Bongkot,586
2000,MAY,Domestic Production,Erawan,985
2000,MAY,Domestic Production,Nam phong,82
2000,MAY,Domestic Production,Pailin,182
2000,MAY,Domestic Production,Sirikit,60
2000,MAY,Domestic Production,Tan tawan,152
2000,MAY,Import,Yadana,74
2000,MAY,Import,Yetakun,27
2000,NOV,Domestic Production,Bongkot,520
2000,NOV,Domestic Production,Erawan,824
2000,NOV,Domestic Production,Nam phong,63
2000,NOV,Domestic Production,Pailin,252
2000,NOV,Domestic Production,Sirikit,62
2000,NOV,Domestic Production,Tan tawan,171
2000,NOV,Import,Yadana,249
2000,NOV,Import,Yetakun,75
2000,OCT,Domestic Production,Bongkot,538
2000,OCT,Domestic Production,Erawan,921
2000,OCT,Domestic Production,Nam phong,76
2000,OCT,Domestic Production,Oths.,0
2000,OCT,Domestic Production,Pailin,240
2000,OCT,Domestic Production,Sirikit,61
2000,OCT,Domestic Production,Tan tawan,163
2000,OCT,Import,Yadana,174
2000,OCT,Import,Yetakun,55
2000,SEP,Domestic Production,Bongkot,379
2000,SEP,Domestic Production,Erawan,971
2000,SEP,Domestic Production,Nam phong,77
2000,SEP,Domestic Production,Pailin,244
2000,SEP,Domestic Production,Sirikit,55
2000,SEP,Domestic Production,Tan tawan,158
2000,SEP,Import,Yadana,193
2000,SEP,Import,Yetakun,63
2001,APR,Domestic Production,Bongkot,526
2001,APR,Domestic Production,Erawan,905
2001,APR,Domestic Production,Nam phong,61
2001,APR,Domestic Production,Oths.,0
2001,APR,Domestic Production,Pailin,256
2001,APR,Domestic Production,Sirikit,53
2001,APR,Domestic Production,Tan tawan,165
